uid,install_timestamp,free_trial_timestamp,country,language,device_type,os_version,attribution_network,product_price_tier,product_periodicity,product_free_trial_length,onboarding_birth_year,onboarding_gender,net_purchases_15d,net_purchases_1y
wQd+15qiXDBIDAA5SB5goQ==,2019-06-07 04:42:50+00:00,2019-06-07 07:34:52+00:00,US,en,iPhone 8 Plus,12.1.4,Snapchat Installs,20,30,7,1995.0,F,0.0,0.0
1+OqUk0Ys7bpts+DnbcSDw==,2019-06-07 04:44:21+00:00,2019-06-07 04:45:28+00:00,US,en,iPhone X,12.3.1,Snapchat Installs,6,7,7,1996.0,F,0.0,0.0
YeG2C5tIm0O1KpbepYZX0w==,2019-06-07 04:44:37+00:00,2019-06-07 04:45:29+00:00,CA,en,iPhone XS Max,12.3.1,Organic,6,7,7,1990.0,M,0.0,0.0
QRaLkOXAdIIeL9ln+2bvuQ==,2019-06-07 04:44:46+00:00,2019-06-07 04:45:32+00:00,CA,en,iPhone 7,12.3.1,Facebook Installs,6,7,7,1967.0,M,4.21,16.969999313354492
8hhuOkKw7pT8s3q8EGt1kw==,2019-06-07 04:45:34+00:00,2019-06-07 04:46:00+00:00,US,en,iPhone 8 Plus,12.2,Facebook Installs,6,7,7,1976.0,F,0.0,0.0
19T6cejM6IAI5XCEjFkm4w==,2019-06-07 04:47:10+00:00,2019-06-07 04:50:42+00:00,US,en,iPhone 8 Plus,12.3.1,Snapchat Installs,6,7,7,1990.0,M,0.0,0.0
IQU6eoQ2Eq9OJChWxEgTDQ==,2019-06-07 04:48:24+00:00,2019-06-07 04:50:10+00:00,US,en,iPhone 7 Plus,11.3.1,Organic,6,7,7,1996.0,F,4.2,109.19999694824219
zcy8SgSAmMO7Z7ZXt+KnjA==,2019-06-07 04:49:20+00:00,2019-06-07 04:49:47+00:00,US,en,iPhone 6S Plus,12.3.1,Snapchat Installs,6,7,7,2000.0,M,0.0,0.0
Hes32pSELjE7oina5zlaUg==,2019-06-07 04:54:42+00:00,2019-06-07 04:55:25+00:00,US,en,iPhone XS,12.3.1,Organic,6,7,7,1976.0,F,0.0,0.0
tio/hISdbx8ffbhUaJOXlA==,2019-06-07 04:55:38+00:00,2019-06-07 04:58:10+00:00,US,en,iPhone 8,12.3.1,Snapchat Installs,6,7,7,1999.0,F,0.0,6.300000190734863
xdvp7o8rSJcmreLi33EdFg==,2019-06-07 04:56:05+00:00,2019-06-07 04:57:14+00:00,US,en,iPhone X,12.2,Organic,6,7,7,1991.0,F,0.0,0.0
N/Ed4QTSvWfvsIkaKLbQ0Q==,2019-06-07 04:59:15+00:00,2019-06-07 04:59:55+00:00,US,en,iPhone X,12.3.1,Snapchat Installs,6,7,7,2004.0,M,0.0,0.0
Z985lui4RsCPKhmwdoy+cw==,2019-06-07 05:05:05+00:00,2019-06-07 05:05:34+00:00,US,en,iPhone 8,12.3.1,Snapchat Installs,6,7,7,2000.0,M,0.0,0.0
7reXYJKS2tRLbGbgJyrofw==,2019-06-07 05:05:13+00:00,2019-06-13 20:31:37+00:00,CA,fr,iPhone 6,12.2,Facebook Installs,20,30,7,1999.0,F,7.07,7.070000171661377
66VoPbpJmF31T6C0YilAMA==,2019-06-07 05:06:25+00:00,2019-06-07 05:06:48+00:00,US,en,iPhone 8 Plus,12.2,Snapchat Installs,6,7,7,1998.0,M,0.0,0.0
7tM6JFMF4mA267rd9D04Tw==,2019-06-07 05:07:08+00:00,2019-06-07 05:07:45+00:00,CA,en,iPhone X,12.3.1,Organic,6,7,7,1987.0,M,4.21,59.130001068115234
66sP7Ii8a5ck2woGgSZawA==,2019-06-07 05:08:57+00:00,2019-06-07 05:10:03+00:00,US,en,iPhone 6S,12.2,Organic,6,7,7,1967.0,M,2.1,2.0999999046325684
h7LV6DAnsLNxPh4XkRy0pw==,2019-06-07 05:11:03+00:00,2019-06-07 05:12:28+00:00,AU,en,iPhone 8,12.3.1,Organic,6,7,7,1939.0,F,0.0,0.0
rSt8SO2wD0QZEqshOCeWyQ==,2019-06-07 05:12:12+00:00,2019-06-07 05:12:53+00:00,US,en,iPhone XS Max,12.3.1,Snapchat Installs,6,7,7,2003.0,F,4.2,27.299999237060547
QO9Gcw6n0Mc6SRqw77HsBA==,2019-06-07 05:12:36+00:00,2019-06-07 05:13:25+00:00,US,en,iPhone 8,12.3.1,Snapchat Installs,6,7,7,1998.0,F,0.0,0.0
tJhcGIQZ6QizCub8Romoxg==,2019-06-07 05:17:05+00:00,2019-06-07 05:18:05+00:00,US,en,iPhone 8,12.3.1,Organic,6,7,7,2008.0,M,4.2,10.5
L7y5kcYVeKff6V8YXqM1DQ==,2019-06-07 05:22:23+00:00,2019-06-07 05:24:03+00:00,US,en,iPhone X,12.3.1,Organic,6,7,7,1982.0,F,4.2,6.300000190734863
AIuWalPpgzNRYoCVyp2F2Q==,2019-06-07 05:24:21+00:00,2019-06-07 05:25:33+00:00,US,en,iPhone 8,12.2,Organic,6,7,7,1977.0,M,4.2,14.699999809265137
QdPtC6/U/BfxOm8BrFEB9Q==,2019-06-07 05:28:23+00:00,2019-06-07 05:28:49+00:00,US,en,iPhone X,12.3.1,Facebook Installs,6,7,7,1996.0,M,0.0,0.0
6QYmhXX7HAPsTLsg9k6ahg==,2019-06-07 05:31:24+00:00,2019-06-07 05:32:38+00:00,AU,en,iPad Pro 10.5-inch,12.3.1,Facebook Installs,20,30,7,1946.0,F,6.81,81.83000183105469
6GOKe1QEztwPiQiEeOWLaQ==,2019-06-07 05:31:58+00:00,2019-06-07 05:32:29+00:00,US,en,iPhone X,12.2,Organic,20,30,7,1997.0,M,0.0,0.0
IWwAJMI+mAllI/wffK1aIA==,2019-06-07 05:32:00+00:00,2019-06-07 05:32:42+00:00,US,en,iPhone XS Max,12.3.1,Snapchat Installs,20,30,7,2000.0,F,7.0,28.0
bYJEso5JDw415zkLcC1ReQ==,2019-06-07 05:33:01+00:00,2019-06-07 05:33:33+00:00,GB,en,iPhone 8 Plus,12.2,Snapchat Installs,6,7,7,,,0.0,0.0
/gJrQgGohoBgIP7LhQzmDg==,2019-06-07 05:34:46+00:00,2019-06-07 05:35:38+00:00,US,en,iPhone 6,12.1.4,Organic,20,30,7,2000.0,M,0.0,0.0
V/G+xiRhja+jUFgn/H/enw==,2019-06-07 05:36:18+00:00,2019-06-07 05:37:42+00:00,UY,es,iPhone X,12.3.1,Organic,6,7,7,,,0.0,0.0
9WMK6gArrRJRCxm+XaAWzg==,2019-06-07 05:37:47+00:00,2019-06-07 05:38:26+00:00,MX,es,iPhone XS Max,12.3.1,Organic,6,7,7,2003.0,F,0.0,0.0
f7Mr5AFGxquLoA16F/Wb6g==,2019-06-07 05:38:41+00:00,2019-06-07 05:40:52+00:00,CA,en,iPhone 6,12.1.2,Organic,20,30,7,1982.0,F,7.1,7.099999904632568
gdpzBS35yJDrWaPy0mSbDg==,2019-06-07 05:45:53+00:00,2019-06-07 05:48:23+00:00,US,en,iPhone X,12.3.1,Snapchat Installs,6,7,7,1995.0,M,4.2,107.0999984741211
mri9sGyNqvTHUFM0zoMfjw==,2019-06-07 05:51:17+00:00,2019-06-07 05:52:30+00:00,BR,en,iPhone 6S,12.3.1,Organic,6,7,7,1990.0,F,0.0,0.0
cTmcDo1Bdg3nP+hJaDWQ/Q==,2019-06-07 05:51:57+00:00,2019-06-07 05:52:21+00:00,US,en,iPhone 8 Plus,12.1.1,Snapchat Installs,6,7,7,2003.0,F,0.0,0.0
AJP/AGmayUMoHlA8WKXD1Q==,2019-06-07 05:54:00+00:00,2019-06-07 05:57:26+00:00,US,en,iPhone SE,12.3.1,Organic,6,7,7,2001.0,F,4.2,41.29999923706055
U3ZPmOY/bshGrdGCh/7zPg==,2019-06-07 05:56:03+00:00,2019-06-07 05:56:57+00:00,CA,fr,iPhone 8 Plus,12.2,Organic,6,7,7,1993.0,F,2.1,2.0999999046325684
Z5RGrkDrQDwPwG6y/bPFeg==,2019-06-07 05:56:26+00:00,2019-06-07 05:57:57+00:00,FR,fr,iPhone 6,12.2,Snapchat Installs,20,30,7,1999.0,F,0.0,0.0
8QjWSlkUj0pMkrEmk6t/pA==,2019-06-07 05:57:36+00:00,2019-06-07 05:58:06+00:00,US,en,iPhone XR,12.2,Snapchat Installs,6,7,7,1998.0,F,0.0,0.0
PXb5OhE/1TL/wWFi14ZfNQ==,2019-06-07 05:57:38+00:00,2019-06-07 05:58:31+00:00,NZ,en,iPhone X,12.3.1,Facebook Installs,6,7,7,2012.0,F,0.0,0.0
BASDpyeyr+lB9l2W++fx8w==,2019-06-07 06:01:48+00:00,2019-06-07 06:04:10+00:00,US,en,iPhone XS,12.2,Facebook Installs,6,7,7,1986.0,M,0.0,0.0
IxTG4URHNF+6Iw0JyxHNuQ==,2019-06-07 06:02:02+00:00,2019-06-07 06:02:32+00:00,US,en,iPhone 8 Plus,12.3.1,Organic,6,7,7,1994.0,F,2.1,2.0999999046325684
yD8T1hMAg6pdGNKu9bZOxg==,2019-06-07 06:02:03+00:00,2019-06-07 06:08:06+00:00,US,en,iPhone XS Max,12.2,Organic,6,7,7,1972.0,F,0.0,0.0
mpEkgc8Wk4OjKhXv4NxOEA==,2019-06-07 06:03:06+00:00,2019-06-07 06:03:32+00:00,US,en,iPhone 8 Plus,12.3.1,Snapchat Installs,6,7,7,1998.0,F,0.0,0.0
02nNefLo3wMWFZz42Vpi6A==,2019-06-07 06:06:06+00:00,2019-06-07 06:06:40+00:00,US,en,iPhone 6S,12.2,Snapchat Installs,6,7,7,1998.0,M,2.1,2.0999999046325684
PtBI5etQQCLB6fKHwPGgFQ==,2019-06-07 06:07:07+00:00,2019-06-24 08:14:18+00:00,US,en,iPhone XR,12.3.1,Snapchat Installs,6,7,7,2005.0,F,4.2,23.100000381469727
lrSc1d+g+5ZJz64IvS3/qQ==,2019-06-07 06:10:16+00:00,2019-06-07 06:11:12+00:00,US,en,iPhone 6S,12.2,Organic,6,7,7,2002.0,F,0.0,0.0
jlh5Gpvik8po1FOtofGL0Q==,2019-06-07 06:10:42+00:00,2019-06-07 06:31:02+00:00,US,en,iPhone 8,12.3.1,Organic,20,30,7,2005.0,F,0.0,0.0
O7n/K4SrqrAkCr+1mjIHkA==,2019-06-07 06:14:13+00:00,2019-06-07 06:15:20+00:00,US,en,iPhone 6S,12.2,Organic,20,30,7,2000.0,M,0.0,14.0
25o1fEn7VqAFH1X3zF15cA==,2019-06-07 06:14:24+00:00,2019-06-07 06:15:03+00:00,US,en,iPhone X,12.3.1,Organic,6,7,7,2008.0,M,0.0,0.0
JT5W8KkYkKnp5XIFG6n5Hw==,2019-06-07 06:15:50+00:00,2019-06-07 06:16:31+00:00,GB,en,iPhone 6S,12.2,Snapchat Installs,20,30,7,1999.0,M,0.0,0.0
ToUI4TVb2Vh84oXdyYWRhg==,2019-06-07 06:16:29+00:00,2019-06-07 06:16:58+00:00,US,en,iPhone 8 Plus,12.3.1,Snapchat Installs,6,7,7,1996.0,F,4.2,37.79999923706055
b+o0kfwb1MG3/K8gUAlNdQ==,2019-06-07 06:17:16+00:00,2019-06-07 06:18:08+00:00,US,en,iPhone X,12.2,Organic,6,7,7,1998.0,M,4.2,8.399999618530273
pAag/LjLiEkYdsSbOfeCIA==,2019-06-07 06:19:24+00:00,2019-06-07 06:21:13+00:00,CA,en,iPad Air 2,12.2,Facebook Installs,6,7,7,1966.0,F,0.0,0.0
tEcXgBD9TRbWzscZe2jK7w==,2019-06-07 06:29:00+00:00,2019-06-07 06:30:03+00:00,US,en,iPhone 7 Plus,12.3.1,Snapchat Installs,20,30,7,2005.0,F,0.0,0.0
hWpcCpyJA2yOhIAhMRPt1w==,2019-06-07 06:29:48+00:00,2019-06-07 06:30:18+00:00,US,en,iPhone 8,12.3.1,Organic,6,7,7,1991.0,F,0.0,0.0
1iVm3DI8sbznWiowpy5GNg==,2019-06-07 06:37:04+00:00,2019-06-07 06:37:56+00:00,US,en,iPhone XS,12.2,Organic,6,7,7,1986.0,M,4.2,73.5
DNBjAfMNt5b5eWsrBQLinQ==,2019-06-07 06:38:14+00:00,2019-06-07 06:38:34+00:00,US,en,iPhone 7 Plus,12.1.4,Organic,20,30,7,2002.0,M,0.0,0.0
4StZGbLLxkbsDiPk/McGAw==,2019-06-07 06:39:15+00:00,2019-06-07 06:39:43+00:00,US,en,iPhone 8,12.3.1,Organic,6,7,7,2005.0,M,0.0,0.0
TSPtaIda+REMGVe5ImiGqA==,2019-06-07 06:39:27+00:00,2019-06-07 06:41:59+00:00,CA,en,iPad 5,12.2,Facebook Installs,20,30,7,1945.0,F,7.1,84.63999938964844
vc/4Svg78o3TAuHIFxrxOA==,2019-06-07 06:40:30+00:00,2019-06-07 06:40:58+00:00,FR,fr,iPhone 8,12.2,Snapchat Installs,6,7,7,2005.0,M,0.0,0.0
Xn+Ch4IalX5z8F/sf2EEhQ==,2019-06-07 06:41:30+00:00,2019-06-07 06:42:06+00:00,US,en,iPhone 8 Plus,12.3.1,Facebook Installs,20,30,7,2006.0,M,0.0,7.0
gKw/4sjSD3tPMZT4KeiC8g==,2019-06-07 06:43:30+00:00,2019-06-07 06:44:31+00:00,US,en,iPhone 8 Plus,12.3.1,Apple Search Ads,6,7,7,2000.0,F,4.2,8.399999618530273
EzKFFUF7touG1iO//misuQ==,2019-06-07 06:45:58+00:00,2019-06-07 06:46:48+00:00,US,en,iPhone X,12.3.1,Snapchat Installs,6,7,7,1989.0,F,0.0,0.0
BSM6id1C8MmV6AP1XQRDzA==,2019-06-07 06:48:33+00:00,2019-06-07 06:49:01+00:00,US,en,iPhone 8,12.3.1,Organic,6,7,7,1984.0,?,0.0,0.0
7fOOlSUIKaXiY2fqVDjM0A==,2019-06-07 06:49:22+00:00,2019-06-07 06:53:39+00:00,US,en,iPhone XR,12.3.1,Organic,6,7,7,2003.0,F,2.1,2.0999999046325684
ZEE3iS+M7/Kjvo/lWGARrw==,2019-06-07 06:50:20+00:00,2019-06-07 06:54:51+00:00,US,en,iPhone 7,12.3.1,Organic,20,30,7,1992.0,M,0.0,0.0
nzbvH5f5gkPRkO4v9DeQzA==,2019-06-07 06:52:39+00:00,2019-06-07 06:53:04+00:00,US,en,iPhone XS,12.3.1,Organic,6,7,7,2005.0,F,4.2,21.0
581JSrJC2kLVIfm1bPaXHw==,2019-06-07 07:03:49+00:00,2019-06-07 07:05:09+00:00,US,en,iPhone X,12.2,Organic,6,7,7,1991.0,F,0.0,0.0
rgsCtAB/zU7XWYvKMHfNhw==,2019-06-07 07:03:57+00:00,2019-06-07 07:05:43+00:00,MX,es,iPhone 7,12.2,Facebook Installs,20,30,7,1970.0,M,0.0,21.170000076293945
OmPv7OZ8bdInSPQQijI4LQ==,2019-06-07 07:04:55+00:00,2019-06-07 07:05:36+00:00,US,en,iPhone 6S,10.3.2,Snapchat Installs,20,30,7,1999.0,F,7.0,84.0
EYaBB6ZEQa9Wvy0q0Bp6mQ==,2019-06-07 07:05:00+00:00,2019-06-07 07:06:21+00:00,US,en,iPhone XS Max,12.3.1,Organic,6,7,7,1999.0,F,2.1,2.0999999046325684
U58UF5c6Dge7tNyT5Paciw==,2019-06-07 07:09:02+00:00,2019-06-07 07:09:26+00:00,US,en,iPhone 7,12.3.1,Snapchat Installs,20,30,7,,,0.0,0.0
Zh97qoeH794VD1jEcPLE5w==,2019-06-07 07:12:38+00:00,2019-06-07 07:13:02+00:00,US,en,iPhone XS Max,12.2,Organic,20,30,7,1994.0,M,0.0,0.0
0oU349U6DkyjUqIGKkpUpw==,2019-06-07 07:17:24+00:00,2019-06-07 07:18:12+00:00,US,en,iPhone XS Max,12.1,Organic,6,7,7,1997.0,F,0.0,0.0
CqUxLxnRksIyLyiZUfURXw==,2019-06-07 07:20:26+00:00,2019-06-07 07:21:02+00:00,US,en,iPhone 7,12.3.1,Snapchat Installs,6,7,7,1997.0,F,4.2,27.299999237060547
zIJeVPze0JK5sXjVvUJrrw==,2019-06-07 07:24:21+00:00,2019-06-07 07:25:16+00:00,US,en,iPhone XR,12.2,Snapchat Installs,6,7,7,2002.0,M,0.0,0.0
Ohb/T/XUQv99AVcSybaQlg==,2019-06-07 07:24:37+00:00,2019-06-07 07:39:24+00:00,US,en,iPhone XS Max,12.2,Organic,20,30,7,1984.0,F,7.0,49.0
SEUjySbHbk6jGUXywySfxA==,2019-06-07 07:27:34+00:00,2019-06-07 07:28:01+00:00,US,en,iPhone XR,12.2,Organic,6,7,7,1998.0,F,2.1,2.0999999046325684
pobvBXvznt7RDqlk2Npy0Q==,2019-06-07 07:31:34+00:00,2019-06-07 07:32:13+00:00,US,en,iPhone XS,12.2,Organic,6,7,7,1996.0,M,0.0,0.0
fR7h1cbs2r0Kwbgk7yVIMw==,2019-06-07 07:32:15+00:00,2019-06-07 07:32:35+00:00,US,en,iPhone 8,12.4,Snapchat Installs,6,7,7,2000.0,F,0.0,0.0
hwzEw5SCB6Y4v1sKO9tScw==,2019-06-07 07:44:45+00:00,2019-06-07 07:45:43+00:00,CO,es,iPhone 7,12.3.1,Organic,6,7,7,1988.0,M,3.46,20.209999084472656
ZBtPe8xDzJBzXGMFoMkUtA==,2019-06-07 07:44:46+00:00,2019-06-13 04:02:04+00:00,US,en,iPhone 7,12.3.1,Organic,6,7,7,2002.0,M,4.2,18.899999618530273
sNU5gLqICm6/7+VFNuYyRQ==,2019-06-07 07:47:13+00:00,2019-06-07 07:47:48+00:00,US,en,iPhone 8 Plus,12.3.1,Organic,6,7,7,2000.0,F,0.0,0.0
1ZZ2CcnJetV23XVy7LijWA==,2019-06-07 07:49:37+00:00,2019-06-07 07:50:16+00:00,US,en,iPhone 8 Plus,12.3.1,Snapchat Installs,6,7,7,1990.0,F,0.0,0.0
3AlvbW+zHgxKOWXY5Ubo3A==,2019-06-07 07:56:43+00:00,2019-06-18 13:22:13+00:00,AU,en,iPhone XS Max,12.3.1,Snapchat Installs,6,7,7,1996.0,F,3.97,9.970000267028809
jwn5/nDIkY587T7fmcBq2g==,2019-06-07 08:01:56+00:00,2019-06-07 08:03:41+00:00,US,en,iPhone 7,12.3.1,Organic,20,30,7,1988.0,F,7.0,7.0
UzNRHgM6v6CU2VFTJ8qJLw==,2019-06-07 08:04:05+00:00,2019-06-07 08:04:27+00:00,US,en,iPhone 7,12.2,Snapchat Installs,6,7,7,2004.0,F,0.0,0.0
6n425C2KFkaL0r9FMn37hQ==,2019-06-07 08:10:29+00:00,2019-06-07 16:16:13+00:00,GB,en,iPhone 8,12.3.1,Facebook Installs,20,30,7,1986.0,M,0.0,60.25
AzeAa9qcLcYdehj9KPNaBg==,2019-06-07 08:10:42+00:00,2019-06-07 08:11:47+00:00,US,en,iPhone X,12.1.2,Organic,6,7,7,2003.0,M,2.1,2.0999999046325684
X1B76t9CcvfNG5CBvPeH0w==,2019-06-07 08:11:17+00:00,2019-06-07 08:12:30+00:00,US,en,iPhone XS Max,12.3.1,Snapchat Installs,20,30,7,2000.0,M,7.0,7.0
dZPY7VRqe0Y4vlx00trscw==,2019-06-07 08:11:25+00:00,2019-06-07 08:12:42+00:00,US,en,iPhone XS,12.0,Snapchat Installs,20,30,7,1993.0,F,7.0,28.0
twFERgun9I1Ueg7jkLjuxg==,2019-06-07 08:14:02+00:00,2019-06-07 08:14:30+00:00,US,en,iPhone XR,12.3.1,Snapchat Installs,60,365,7,2004.0,F,21.0,21.0
1yBuiOECXGo7jBhReIRaRw==,2019-06-07 08:15:46+00:00,2019-06-07 08:16:51+00:00,FR,fr,iPhone 8,12.3.1,Snapchat Installs,20,30,7,2001.0,F,6.9,13.760000228881836
8BH+vqu2wDhoTpp2VGdNlA==,2019-06-07 08:16:12+00:00,2019-06-07 08:16:50+00:00,US,en,iPhone XR,12.3.1,Snapchat Installs,6,7,7,2004.0,F,0.0,0.0
N6dRYItj93LqZl2bEaLvfg==,2019-06-07 08:18:50+00:00,2019-06-07 08:19:30+00:00,FR,en,iPhone 8,12.2,Organic,60,365,7,2001.0,M,6.87,33.970001220703125
EY2thleV3+CyTi19st795w==,2019-06-07 08:20:28+00:00,2019-06-07 08:21:45+00:00,GB,en,iPhone 6 Plus,12.3.1,Organic,60,365,7,1999.0,F,21.02,21.020000457763672
P+G6kG906qIW/sEU6uyJwg==,2019-06-07 08:26:20+00:00,2019-06-07 08:26:55+00:00,US,en,iPhone XS Max,12.3.1,Snapchat Installs,6,7,7,1992.0,F,0.0,0.0
uJqJR7uAdK7LqvmC93ObJA==,2019-06-07 08:26:21+00:00,2019-06-07 08:27:37+00:00,US,en,iPhone 7 Plus,11.4,Organic,6,7,7,1996.0,M,0.0,0.0
uzm/Q9CnaibjGZvou7qVXQ==,2019-06-07 08:28:03+00:00,2019-06-07 10:19:17+00:00,US,en,iPhone 6S,12.3.1,Snapchat Installs,6,7,7,2004.0,M,4.2,0.0
1vZ1VqWs1aaaOoWEOc9JSA==,2019-06-07 08:32:33+00:00,2019-06-07 08:32:54+00:00,US,en,iPhone XR,12.3.1,Snapchat Installs,6,7,7,1997.0,F,4.2,31.5
+g3XN0ERa9BVgpak+1pR8Q==,2019-06-07 08:34:03+00:00,2019-06-07 08:34:28+00:00,US,en,iPhone 8,12.2,Snapchat Installs,6,7,7,2006.0,F,0.0,0.0
dP5dIjmFpJamTqQEUMNnYA==,2019-06-07 08:35:05+00:00,2019-06-07 08:35:45+00:00,US,en,iPhone XS Max,12.2,Organic,6,7,7,2000.0,M,0.0,0.0
6it6kK1xz+PYb6ksmU5w5w==,2019-06-07 08:38:03+00:00,2019-06-07 08:38:35+00:00,US,en,iPhone XS,12.3.1,Organic,6,7,7,1999.0,F,0.0,0.0
ie5wGCwcQPjyBMtvoY198w==,2019-06-07 08:40:53+00:00,2019-06-07 08:41:24+00:00,US,en,iPhone 6S,12.1.2,Organic,6,7,7,1997.0,M,0.0,0.0
ziJeUeLsAV84HmSpjg6EFw==,2019-06-07 08:43:48+00:00,2019-06-07 08:44:21+00:00,AU,en,iPhone X,11.3.1,Facebook Installs,6,7,7,2008.0,?,3.95,25.600000381469727
JhxsjqDce2TBz2tBzjkkmA==,2019-06-07 08:47:08+00:00,2019-06-07 08:47:42+00:00,US,en,iPhone XR,12.3.1,Snapchat Installs,60,365,7,1999.0,M,21.0,21.0
9tWUx5Es76LWiIAGp6YKAg==,2019-06-07 08:47:52+00:00,2019-06-07 08:48:24+00:00,GB,en,iPhone SE,12.2,Snapchat Installs,6,7,7,2000.0,F,2.06,2.059999942779541
O6yybdsnjL4EJ0TjykAZsA==,2019-06-07 08:49:50+00:00,2019-06-07 08:50:16+00:00,US,en,iPhone XS Max,12.1.4,Snapchat Installs,6,7,7,2002.0,F,0.0,0.0
B+wyVsYxPrjSCHvEnKK2HA==,2019-06-07 08:55:00+00:00,2019-06-07 08:56:13+00:00,US,en,iPhone 6S,12.1.4,Organic,6,7,7,1995.0,F,2.1,2.0999999046325684
1AcButeEHbJ+bM5nsP6qcA==,2019-06-07 08:55:44+00:00,2019-06-07 12:58:58+00:00,AU,en,iPhone 8 Plus,12.2,Facebook Installs,60,365,7,1954.0,F,21.09,21.09000015258789
tY4htrvYOxDIHlVmfnYeMg==,2019-06-07 08:55:55+00:00,2019-06-08 22:18:22+00:00,US,en,iPhone 7 Plus,12.1,Snapchat Installs,20,30,7,1999.0,F,0.0,0.0
ufNBtzetvJNIhiMKCKHRYg==,2019-06-07 08:56:56+00:00,2019-06-07 09:08:12+00:00,MX,es,iPad 6,12.2,Organic,6,7,7,1995.0,M,0.0,0.0
NdYEMs+UWkWS+9DHteH3zA==,2019-06-07 09:09:11+00:00,2019-06-07 09:09:54+00:00,CN,en,iPhone XR,12.3.1,Snapchat Installs,20,30,7,1995.0,M,0.0,0.0
QjsYTvnHqgZy/wBEAXbTOQ==,2019-06-07 09:09:32+00:00,2019-06-07 09:10:24+00:00,US,en,iPhone XR,12.3.1,Organic,6,7,7,1976.0,F,0.0,0.0
gziAYF2mWLPonNalkpbC8Q==,2019-06-07 09:21:08+00:00,2019-06-07 09:21:34+00:00,GB,en,iPhone 8,12.3.1,Organic,6,7,7,1992.0,M,4.13,42.869998931884766
VnFd6Wr0af2eWs+m9ym0GA==,2019-06-07 09:31:04+00:00,2019-06-07 09:34:05+00:00,US,en,iPhone 8 Plus,12.3.1,Organic,6,7,7,2005.0,F,4.2,109.19999694824219
omPnLUGEGiTlOv8Rrg7VXA==,2019-06-07 09:31:19+00:00,2019-06-07 09:31:49+00:00,US,en,iPhone XS Max,12.3.1,Organic,6,7,7,1987.0,M,0.0,0.0
JGxV9vORXMR1BR3Ka3bpew==,2019-06-07 09:31:50+00:00,2019-06-07 09:33:03+00:00,US,en,iPhone 6S Plus,12.3.1,Snapchat Installs,60,365,7,2006.0,F,21.0,21.0
XFJmWJxN90e5SihZpgtG/w==,2019-06-07 09:33:42+00:00,2019-06-07 09:34:10+00:00,US,en,iPhone 6S Plus,12.1.4,Facebook Installs,6,7,7,1998.0,F,0.0,0.0
W3VGDzNbgqpRPt6aJiaEhw==,2019-06-07 09:34:49+00:00,2019-06-07 09:36:49+00:00,AU,en,iPhone 8,12.3.1,Facebook Installs,20,30,7,1983.0,F,0.0,0.0
1jBfdzV1Q3kMRFf2tJIYfQ==,2019-06-07 09:38:58+00:00,2019-06-12 05:25:03+00:00,US,en,iPhone X,12.3.1,Snapchat Installs,6,7,7,1988.0,M,4.2,6.300000190734863
2DD98n0mNHfhmmDV2MXSXg==,2019-06-07 09:42:07+00:00,2019-06-07 09:42:48+00:00,AU,en,iPhone XR,12.3.1,Snapchat Installs,6,7,7,2004.0,F,1.98,1.9800000190734863
TXDIrqbuyUUyDJ3Onngpjw==,2019-06-07 09:45:41+00:00,2019-06-07 09:46:54+00:00,FR,fr,iPhone 6S,12.3.1,Snapchat Installs,6,7,7,1996.0,F,0.0,5.829999923706055
uU0lYvXU1gFeYbxqkMJt1g==,2019-06-07 09:52:18+00:00,2019-06-07 09:52:41+00:00,US,en,iPhone XR,12.2,Snapchat Installs,6,7,7,2001.0,F,0.0,0.0
JanN6U6lWimNeWoSYfwdjA==,2019-06-07 09:52:18+00:00,2019-06-07 09:53:59+00:00,AU,en,iPhone XR,12.3.1,Facebook Installs,20,30,7,1977.0,F,6.81,6.809999942779541
XIzeBD4IvjZE/FgzbL2Ixg==,2019-06-07 09:56:31+00:00,2019-06-07 09:57:27+00:00,US,en,iPad mini 4,12.2,Facebook Installs,6,7,7,2008.0,F,0.0,0.0
xtboq2gDwuWUfYlixwLoVw==,2019-06-07 09:57:11+00:00,2019-06-13 21:36:13+00:00,FR,fr,iPhone 8,12.2,Organic,60,365,7,2001.0,M,20.96,20.959999084472656
ArnNYnQ2AmSiE4awTmVXRw==,2019-06-07 10:07:56+00:00,2019-06-07 10:09:24+00:00,US,en,iPhone 7 Plus,12.3.1,Snapchat Installs,60,365,7,1995.0,F,0.0,0.0
PXun6j23/LosvyD6egNuNg==,2019-06-07 10:15:55+00:00,2019-06-07 10:16:47+00:00,FR,fr,iPhone 7,12.2,Snapchat Installs,6,7,7,1998.0,F,0.0,0.0
lHr1aJy0EpFVrkRSSfu4Gg==,2019-06-07 10:23:06+00:00,2019-06-07 10:27:13+00:00,US,en,iPhone X,12.3.1,Organic,60,365,7,1985.0,M,21.0,21.0
1ROSRQNf3YLjwADUlWhdcg==,2019-06-07 10:23:57+00:00,2019-06-07 10:24:21+00:00,FR,fr,iPhone XS Max,12.3,Snapchat Installs,60,365,7,1989.0,M,0.0,0.0
OMUyb6t/0pvRS90W2WDyUQ==,2019-06-07 10:29:23+00:00,2019-06-07 10:30:02+00:00,DE,de,iPhone X,12.3.1,Facebook Installs,6,7,7,1989.0,M,0.0,0.0
